"","timestamp_fixed","cat","altitude_ft","altitude_m","cap","external_adc","humid","lat","lng","long","oxid_gas","prec_gas","pressure","reduc_gas","speed","t_amb","t_ext","t_int","t_ired","temp_ired","volt","timestamp_offset"
"38","2015-03-14 18:29:00","HAB_0",9327,2842.8,2563,NA,16.4,38.4605,-89.63917,NA,10349,-4.5,72868,135445,46,17.8888888889,6,20,NA,18,8165,510
"39","2015-03-14 18:29:30","HAB_0",9833,2997.1,2563,NA,16.4,38.45683,-89.64167,NA,10349,-4.5,72868,135445,52,17.8888888889,5,19,NA,18,8145,540
"41","2015-03-14 18:30:00","HAB_0",10296,3138.2,2547,NA,15.8,38.45317,-89.64467,NA,10426,-4.2,70212,125864,63,17,4,19,NA,16.7777777778,8145,570
"43","2015-03-14 18:30:30","HAB_0",10746,3275.3,2547,NA,15.8,38.449,-89.64717,NA,10426,-4.2,70212,125864,57,17,4,19,NA,16.7777777778,8145,600
"47","2015-03-14 18:31:00","HAB_0",11174,3405.8,2547,NA,15.5,38.44433,-89.65017,NA,10748,-4,67876,123890,67,16.1111111111,4,19,NA,17.2222222222,8165,630
"48","2015-03-14 18:31:30","HAB_0",11550,3520.4,2547,NA,15.5,38.44,-89.65217,NA,10748,-4,67876,123890,63,16.1111111111,3,18,NA,17.2222222222,8104,660
"49","2015-03-14 18:32:00","HAB_0",11963,3646.3,2531,NA,15.1,38.43517,-89.65367,NA,10883,-4.1,65812,120551,63,15.5555555556,1,18,NA,17.1111111111,8165,690
"51","2015-03-14 18:32:30","HAB_0",12410,3782.5,2531,NA,15.1,38.4305,-89.6555,NA,10883,-4.1,65812,120551,67,15.5555555556,1,18,NA,17.1111111111,8165,720
"53","2015-03-14 18:33:00","HAB_0",12753,3887.1,2516,NA,14.7,38.42567,-89.657,NA,11111,-4,63660,115916,69,14.8888888889,0,18,NA,16.4444444444,8165,750
"54","2015-03-14 18:33:30","HAB_0",13225,4030.98,2516,NA,14.7,38.421,-89.65833,NA,11111,-4,63660,115916,63,14.8888888889,-1,18,NA,16.4444444444,8145,780
"56","2015-03-14 18:34:00","HAB_0",13675,4168.14,2516,NA,14,38.4165,-89.66017,NA,10974,-4.2,61576,117675,70,14.2222222222,-2,18,NA,14.6111111111,8125,810
"57","2015-03-14 18:34:30","HAB_0",14160,4315.97,2516,NA,14,38.413,-89.6615,NA,10974,-4.2,61576,117675,54,14.2222222222,-3,17,NA,14.6111111111,8165,840
"59","2015-03-14 18:35:00","HAB_0",14643,4463.19,2500,NA,14.3,38.40967,-89.66283,NA,11495,-4,59232,114707,37,13.1666666667,-4,16,NA,13.1111111111,8145,870
"61","2015-03-14 18:35:30","HAB_0",15089,4599.13,2500,NA,14.3,38.40683,-89.66383,NA,11495,-4,59232,114707,50,13.1666666667,-5,16,NA,13.1111111111,8165,900
"62","2015-03-14 18:36:00","HAB_0",15594,4753.05,2484,NA,14.9,38.40367,-89.665,NA,11157,-4,57116,115243,46,12.0555555556,-7,16,NA,12.6111111111,8104,930
"65","2015-03-14 18:36:30","HAB_0",16116,4912.16,2484,NA,14.9,38.40067,-89.666,NA,11157,-4,57116,115243,54,12.0555555556,-9,15,NA,12.6111111111,8125,960
"66","2015-03-14 18:37:00","HAB_0",16590,5056.63,2469,NA,16.4,38.39683,-89.66683,NA,11578,-4.5,54788,121380,57,10.7777777778,-10,15,NA,10.6111111111,8125,990
"69","2015-03-14 18:37:30","HAB_0",17155,5228.84,2469,NA,16.4,38.3935,-89.667,NA,11578,-4.5,54788,121380,43,10.7777777778,-11,14,NA,10.6111111111,8104,1020
"70","2015-03-14 18:38:00","HAB_0",17725,5402.58,2453,NA,18.6,38.3905,-89.6665,NA,11484,-4.2,52400,138139,39,9.0555555556,-12,13,NA,8.3888888889,8145,1050
"72","2015-03-14 18:38:30","HAB_0",18261,5565.95,2453,NA,18.6,38.38833,-89.666,NA,11484,-4.2,52400,138139,39,9.0555555556,-11,12,NA,8.3888888889,8145,1080
"74","2015-03-14 18:39:00","HAB_0",18810,5733.29,2453,NA,22.4,38.38733,-89.66433,NA,11697,-4,50012,156233,19,7.3333333333,-12,11,NA,7.5,8145,1110
"76","2015-03-14 18:39:30","HAB_0",19341,5895.14,2453,NA,22.4,38.3875,-89.66167,NA,11697,-4,50012,156233,46,7.3333333333,-11,11,NA,7.5,8125,1140
"79","2015-03-14 18:40:00","HAB_0",19891,6062.78,2438,NA,28.2,38.38817,-89.65717,NA,11507,-3.7,47860,180366,57,5.9444444444,-13,11,NA,6.5555555556,8125,1170
"81","2015-03-14 18:40:30","HAB_0",20379,6211.52,2438,NA,28.2,38.38867,-89.6525,NA,11507,-3.7,47860,180366,44,5.9444444444,-12,10,NA,6.5555555556,8125,1200
"82","2015-03-14 18:41:00","HAB_0",20936,6381.29,2438,NA,24.2,38.38917,-89.648,NA,12725,-3.7,45876,186880,59,4.8888888889,-14,10,NA,5.9444444444,8125,1230
"84","2015-03-14 18:41:30","HAB_0",21478,6546.49,2438,NA,24.2,38.39,-89.6435,NA,12725,-3.7,45876,186880,56,4.8888888889,-14,10,NA,5.9444444444,8104,1260
"85","2015-03-14 18:42:00","HAB_0",21899,6674.82,2438,NA,23.3,38.3915,-89.639,NA,13299,-3.8,43916,191264,50,3.9444444444,-14,10,NA,5.1111111111,8125,1290
"87","2015-03-14 18:42:30","HAB_0",22394,6825.69,2438,NA,23.3,38.39317,-89.63467,NA,13299,-3.8,43916,191264,54,3.9444444444,-16,9,NA,5.1111111111,8125,1320
"88","2015-03-14 18:43:00","HAB_0",22888,6976.26,2422,NA,20.9,38.39517,-89.62967,NA,14173,-3.6,42184,188775,57,3.0555555556,-17,9,NA,3.9444444444,8125,1350
"91","2015-03-14 18:43:30","HAB_0",23332,7111.59,2422,NA,20.9,38.39667,-89.62433,NA,14173,-3.6,42184,188775,59,3.0555555556,-17,9,NA,3.9444444444,8104,1380
"92","2015-03-14 18:44:00","HAB_0",23817,7259.42,2422,NA,22.5,38.3985,-89.619,NA,15024,-3.7,40520,191071,63,2.2777777778,-19,9,NA,3.3888888889,8084,1410
"94","2015-03-14 18:44:30","HAB_0",24372,7428.59,2422,NA,22.5,38.40067,-89.61433,NA,15024,-3.7,40520,191071,57,2.2777777778,-19,8,NA,3.3888888889,8104,1440
"96","2015-03-14 18:45:00","HAB_0",24842,7571.84,2422,NA,22.8,38.402,-89.60883,NA,14847,-3.7,38856,192808,63,1.4444444444,-21,8,NA,1.8333333333,8064,1470
"97","2015-03-14 18:45:30","HAB_0",25347,7725.77,2422,NA,22.8,38.40383,-89.60333,NA,14847,-3.7,38856,192808,69,1.4444444444,-22,8,NA,1.8333333333,8104,1500
"98","2015-03-14 18:46:00","HAB_0",25823,7870.85,2422,NA,21.9,38.40567,-89.59783,NA,14615,-3.4,37164,210091,61,0.5555555556,-23,8,NA,0.8888888889,8084,1530
"101","2015-03-14 18:46:30","HAB_0",26265,8005.57,2422,NA,21.9,38.40717,-89.5925,NA,14615,-3.4,37164,210091,59,0.5555555556,-24,7,NA,0.8888888889,8028,1560
"102","2015-03-14 18:47:00","HAB_0",26759,8156.14,2422,NA,19.6,38.40867,-89.587,NA,15504,-3.8,35668,203511,61,-0.1666666667,-24,7,NA,0.5,8028,1590
"104","2015-03-14 18:47:30","HAB_0",27253,8306.71,2422,NA,19.6,38.40983,-89.58167,NA,15504,-3.8,35668,203511,52,-0.1666666667,-24,7,NA,0.5,8008,1620
"106","2015-03-14 18:48:00","HAB_0",27737,8454.24,2422,NA,17.8,38.41083,-89.57633,NA,16589,-4.1,34160,194363,54,-0.7777777778,-26,7,NA,-0.5555555556,8008,1650
"107","2015-03-14 18:48:30","HAB_0",28268,8616.09,2422,NA,17.8,38.41133,-89.57067,NA,16589,-4.1,34160,194363,61,-0.7777777778,-28,7,NA,-0.5555555556,8008,1680
"108","2015-03-14 18:49:00","HAB_0",28747,8762.09,2422,NA,16.1,38.41167,-89.56517,NA,17284,-3.4,32624,185562,63,-1.4444444444,-28,7,NA,-1.6666666667,8008,1710
"111","2015-03-14 18:49:30","HAB_0",29148,8884.31,2422,NA,16.1,38.41183,-89.5595,NA,17284,-3.4,32624,185562,59,-1.4444444444,-30,6,NA,-1.6666666667,8008,1740
"113","2015-03-14 18:50:00","HAB_0",29624,9029.4,2422,NA,14.8,38.41217,-89.554,NA,17781,-3.8,31332,183321,59,-2.0555555556,-31,6,NA,-2.3888888889,7988,1770
"115","2015-03-14 18:50:30","HAB_0",30125,9182.1,2422,NA,14.8,38.41233,-89.5485,NA,17781,-3.8,31332,183321,63,-2.0555555556,-31,6,NA,-2.3888888889,7988,1800
"117","2015-03-14 18:51:00","HAB_0",30606,9328.71,2438,NA,13.7,38.41233,-89.543,NA,18382,-3.5,29980,181839,59,-2.7777777778,-30,6,NA,-3.7777777778,7988,1830
"120","2015-03-14 18:51:30","HAB_0",31026,9456.72,2438,NA,13.7,38.41233,-89.5375,NA,18382,-3.5,29980,181839,61,-2.7777777778,-31,6,NA,-3.7777777778,7988,1860
"121","2015-03-14 18:52:00","HAB_0",31442,9583.52,2438,NA,13.2,38.41233,-89.532,NA,19170,-3.4,28812,177088,56,-3.5,-33,5,NA,-3.7777777778,7988,1890
"122","2015-03-14 18:52:30","HAB_0",31916,9728,2438,NA,13.2,38.41217,-89.52683,NA,19170,-3.4,28812,177088,54,-3.5,-35,5,NA,-3.7777777778,7988,1920
"123","2015-03-14 18:53:00","HAB_0",32310,9848.09,2438,NA,12.8,38.41233,-89.52133,NA,19378,-3.6,27620,179086,56,-4.0555555556,-35,5,NA,-5.1111111111,7988,1950
"125","2015-03-14 18:53:30","HAB_0",32747,9981.29,2438,NA,12.8,38.41267,-89.5165,NA,19378,-3.6,27620,179086,54,-4.0555555556,-36,5,NA,-5.1111111111,7988,1980
"127","2015-03-14 18:54:00","HAB_0",33234,10129.72,2453,NA,12.2,38.41333,-89.51167,NA,19416,-3.5,26500,132493,56,-4.7222222222,-37,5,NA,-6,7967,2010
"128","2015-03-14 18:54:30","HAB_0",33689,10268.41,2453,NA,12.2,38.41417,-89.50683,NA,19416,-3.5,26500,132493,48,-4.7222222222,-38,5,NA,-6,7967,2040
"130","2015-03-14 18:55:00","HAB_0",34167,10414.1,2453,NA,11.6,38.415,-89.50217,NA,19955,-3.3,25348,162063,46,-5.4444444444,-39,4,NA,-7.3333333333,7967,2070
"132","2015-03-14 18:55:30","HAB_0",34643,10559.19,2453,NA,11.6,38.41567,-89.49717,NA,19955,-3.3,25348,162063,56,-5.4444444444,-40,4,NA,-7.3333333333,7967,2100
"135","2015-03-14 18:56:00","HAB_0",35154,10714.94,2469,NA,11.2,38.41567,-89.49167,NA,20591,-3.9,24180,170498,54,-6.1111111111,-41,4,NA,-8.4444444444,7947,2130
"137","2015-03-14 18:56:30","HAB_0",35546,10834.42,2469,NA,11.2,38.415,-89.48617,NA,20591,-3.9,24180,170498,57,-6.1111111111,-38,4,NA,-8.4444444444,7947,2160
"139","2015-03-14 18:57:00","HAB_0",35894,10940.49,2469,NA,11,38.4145,-89.48067,NA,21186,-3.1,23252,176727,56,-6.9444444444,-39,4,NA,-9.6111111111,7947,2190
"141","2015-03-14 18:57:30","HAB_0",36239,11045.65,2469,NA,11,38.414,-89.47533,NA,21186,-3.1,23252,176727,61,-6.9444444444,-40,4,NA,-9.6111111111,7947,2220
"142","2015-03-14 18:58:00","HAB_0",36665,11175.49,2469,NA,10.9,38.41417,-89.47017,NA,22522,-3.5,22436,195929,52,-7.6111111111,-42,3,NA,-10,7947,2250
"144","2015-03-14 18:58:30","HAB_0",37207,11340.69,2469,NA,10.9,38.415,-89.46517,NA,22522,-3.5,22436,195929,54,-7.6111111111,-45,3,NA,-10,7947,2280
"145","2015-03-14 18:59:00","HAB_0",37765,11510.77,2484,NA,10.6,38.4175,-89.4595,NA,24362,-3.4,21276,205548,83,-8.3888888889,-45,3,NA,-12.1111111111,7947,2310
"148","2015-03-14 18:59:30","HAB_0",38126,11620.8,2484,NA,10.6,38.41983,-89.45183,NA,24362,-3.4,21276,205548,89,-8.3888888889,-41,2,NA,-12.1111111111,7947,2340
"150","2015-03-14 19:00:00","HAB_0",38486,11730.53,2484,NA,10.4,38.4225,-89.443,NA,26618,-3.3,20432,222494,10,-9.3333333333,-40,2,NA,-12.1666666667,7927,2370
"151","2015-03-14 19:00:30","HAB_0",38823,11833.25,2484,NA,10.4,38.42533,-89.43367,NA,26618,-3.3,20432,222494,10,-9.3333333333,-39,2,NA,-12.1666666667,7927,2400
"153","2015-03-14 19:01:00","HAB_0",39167,11938.1,2500,NA,10.4,38.42833,-89.4235,NA,28740,-3.1,19752,226698,11,-10,-40,2,NA,-12.6666666667,7927,2430
"154","2015-03-14 19:01:30","HAB_0",39540,12051.79,2500,NA,10.4,38.43067,-89.41333,NA,28740,-3.1,19752,226698,11,-10,-40,1,NA,-12.6666666667,7927,2460
"155","2015-03-14 19:02:00","HAB_0",39887,12157.56,2500,NA,10.3,38.433,-89.40283,NA,31139,-3.1,19044,243539,11,-10.6111111111,-38,1,NA,-13.2222222222,7927,2490
"157","2015-03-14 19:02:30","HAB_0",40256,12270.03,2500,NA,10.3,38.43517,-89.3925,NA,31139,-3.1,19044,243539,11,-10.6111111111,-37,1,NA,-13.2222222222,7927,2520
"159","2015-03-14 19:03:00","HAB_0",40626,12382.8,2500,NA,10.1,38.4375,-89.3825,NA,33726,-2.9,18392,246900,10,-11.1111111111,-34,1,NA,-13.2777777778,7907,2550
"161","2015-03-14 19:03:30","HAB_0",40999,12496.5,2500,NA,10.1,38.43967,-89.37217,NA,33726,-2.9,18392,246900,11,-11.1111111111,-36,1,NA,-13.2777777778,7907,2580
"162","2015-03-14 19:04:00","HAB_0",41368,12608.97,2516,NA,10.2,38.44183,-89.36167,NA,35374,-3.1,17720,252765,12,-11.5,-36,1,NA,-12.8888888889,7907,2610
"165","2015-03-14 19:04:30","HAB_0",41747,12724.49,2516,NA,10.2,38.44383,-89.35117,NA,35374,-3.1,17720,252765,11,-11.5,-38,1,NA,-12.8888888889,7907,2640
"167","2015-03-14 19:05:00","HAB_0",42110,12835.13,2531,NA,10.2,38.44667,-89.34117,NA,36925,-2.8,17084,260033,10,-11.7222222222,-37,1,NA,-12.7777777778,7907,2670
"168","2015-03-14 19:05:30","HAB_0",42465,12943.33,2531,NA,10.2,38.44933,-89.33133,NA,36925,-2.8,17084,260033,11,-11.7222222222,-38,1,NA,-12.7777777778,7907,2700
"169","2015-03-14 19:06:00","HAB_0",42810,13048.49,2531,NA,10.1,38.4515,-89.32183,NA,37756,-3,16484,260287,10,-11.8888888889,-37,0,NA,-13.2777777778,7907,2730
"171","2015-03-14 19:06:30","HAB_0",43180,13161.26,2531,NA,10.1,38.45383,-89.3125,NA,37756,-3,16484,260287,10,-11.8888888889,-36,0,NA,-13.2777777778,7891,2760
"174","2015-03-14 19:07:00","HAB_0",43556,13275.87,2547,NA,10.1,38.456,-89.30283,NA,38095,-2.9,15904,264130,10,-11.9444444444,-38,0,NA,-13.2222222222,7907,2790
"175","2015-03-14 19:07:30","HAB_0",43967,13401.14,2547,NA,10.1,38.45833,-89.29333,NA,38095,-2.9,15904,264130,10,-11.9444444444,-39,0,NA,-13.2222222222,7891,2820
"176","2015-03-14 19:08:00","HAB_0",44380,13527.02,2547,NA,10,38.4605,-89.28367,NA,38439,-3.2,15272,256500,10,-12.1111111111,-40,0,NA,-13.5555555556,7891,2850
"180","2015-03-14 19:08:30","HAB_0",44770,13645.9,2547,NA,10,38.4625,-89.27333,NA,38439,-3.2,15272,256500,11,-12.1111111111,-39,0,NA,-13.5555555556,7891,2880
"181","2015-03-14 19:09:00","HAB_0",45162,13765.38,2563,NA,9.9,38.46483,-89.264,NA,39540,-2.7,14652,257756,10,-12.2222222222,-40,0,NA,-13.7222222222,7891,2910
"183","2015-03-14 19:09:30","HAB_0",45526,13876.32,2563,NA,9.9,38.467,-89.254,NA,39540,-2.7,14652,257756,10,-12.2222222222,-41,0,NA,-13.7222222222,7891,2940
"184","2015-03-14 19:10:00","HAB_0",45875,13982.7,2563,NA,9.9,38.46883,-89.24433,NA,40499,-3,14136,262586,10,-12.2777777778,-39,0,NA,-13.8888888889,7891,2970
"185","2015-03-14 19:10:30","HAB_0",46206,14083.59,2563,NA,9.9,38.47067,-89.23517,NA,40499,-3,14136,262586,93,-12.2777777778,-38,0,NA,-13.8888888889,7871,3000
"186","2015-03-14 19:11:00","HAB_0",46539,14185.09,2578,NA,9.8,38.47217,-89.22667,NA,41157,-3.2,13648,264130,91,-12.3333333333,-37,0,NA,-13.7777777778,7871,3030
"192","2015-03-14 19:11:30","HAB_0",46914,14299.39,2578,NA,9.8,38.47317,-89.21833,NA,41157,-3.2,13648,264130,87,-12.3333333333,-38,0,NA,-13.7777777778,7891,3060
"193","2015-03-14 19:12:00","HAB_0",47615,14513.05,2578,NA,9.8,38.47683,-89.2015,NA,42171,-2.9,13172,266202,91,-12.3333333333,-38,0,NA,-14.1111111111,7871,3090
"194","2015-03-14 19:12:30","HAB_0",48007,14632.53,2594,NA,9.8,38.478,-89.19233,NA,42517,-3.2,12684,266723,98,-12.2777777778,-37,0,NA,-13.7777777778,7871,3120
"195","2015-03-14 19:13:00","HAB_0",48429,14761.16,2594,NA,9.8,38.4785,-89.18283,NA,42517,-3.2,12684,266723,91,-12.2777777778,-36,0,NA,-13.7777777778,7871,3150
"196","2015-03-14 19:13:30","HAB_0",48835,14884.91,2594,NA,9.8,38.4785,-89.17417,NA,44255,-2.8,12176,267506,85,-12.2222222222,-36,0,NA,-13.4444444444,7871,3180
"198","2015-03-14 19:14:00","HAB_0",49220,15002.26,2594,NA,9.8,38.47833,-89.16617,NA,44255,-2.8,12176,267506,78,-12.2222222222,-38,0,NA,-13.4444444444,7871,3210
"199","2015-03-14 19:14:30","HAB_0",49614,15122.35,2610,NA,9.9,38.47817,-89.15833,NA,43941,-3.4,11700,263357,85,-12,-38,0,NA,-13.3333333333,7871,3240
"201","2015-03-14 19:15:00","HAB_0",49999,15239.7,2610,NA,9.9,38.47883,-89.1505,NA,43941,-3.4,11700,263357,83,-12,-38,1,NA,-13.3333333333,7871,3270
"203","2015-03-14 19:15:30","HAB_0",50390,15358.87,2610,NA,9.9,38.48017,-89.14283,NA,43785,-3.3,11260,254501,87,-11.8333333333,-39,0,NA,-13.1111111111,7871,3300
"205","2015-03-14 19:16:00","HAB_0",50777,15476.83,2610,NA,9.9,38.482,-89.13533,NA,43785,-3.3,11260,254501,80,-11.8333333333,-40,1,NA,-13.1111111111,7851,3330
"207","2015-03-14 19:16:30","HAB_0",51547,15711.53,2625,NA,9.9,38.48533,-89.1215,NA,43220,-2.9,10784,242349,72,-11.6111111111,-38,1,NA,-13.1666666667,7851,3360
"210","2015-03-14 19:18:00","HAB_0",51918,15824.61,2625,NA,9.8,38.4865,-89.11417,NA,41732,-3,10364,236946,87,-11.3888888889,-38,1,NA,-12.9444444444,7851,3450
"211","2015-03-14 19:18:30","HAB_0",52326,15948.96,2625,NA,9.8,38.48683,-89.1065,NA,41732,-3,10364,236946,80,-11.3888888889,-38,1,NA,-12.9444444444,7851,3480
"213","2015-03-14 19:19:00","HAB_0",52713,16066.92,2625,NA,9.7,38.48683,-89.09967,NA,39902,-3.3,9968,227592,70,-11.1666666667,-36,1,NA,-12.7777777778,7851,3510
"216","2015-03-14 19:19:30","HAB_0",53097,16183.97,2625,NA,9.7,38.48667,-89.09333,NA,39902,-3.3,9968,227592,63,-11.1666666667,-35,1,NA,-12.7777777778,7851,3540
"217","2015-03-14 19:20:00","HAB_0",53485,16302.23,2641,NA,9.7,38.48733,-89.08783,NA,39272,-2.9,9560,221837,63,-11,-36,1,NA,-12.9444444444,7851,3570
"218","2015-03-14 19:20:30","HAB_0",53898,16428.11,2641,NA,9.7,38.48867,-89.082,NA,39272,-2.9,9560,221837,69,-11,-38,1,NA,-12.9444444444,7927,3600
"219","2015-03-14 19:21:00","HAB_0",54298,16550.03,2641,NA,9.7,38.49033,-89.07533,NA,37213,-3.3,9172,217500,69,-10.6666666667,-38,1,NA,-12.5555555556,7927,3630
"221","2015-03-14 19:21:30","HAB_0",54681,16666.77,2641,NA,9.7,38.49183,-89.06883,NA,37213,-3.3,9172,217500,67,-10.6666666667,-37,1,NA,-12.5555555556,7927,3660
"222","2015-03-14 19:22:00","HAB_0",55061,16782.59,2656,NA,9.7,38.49283,-89.06233,NA,40453,-3,8796,218145,74,-10.4444444444,-36,1,NA,-12.1111111111,7927,3690
"226","2015-03-14 19:22:30","HAB_0",55422,16892.63,2656,NA,9.7,38.49333,-89.05583,NA,40453,-3,8796,218145,63,-10.4444444444,-38,1,NA,-12.1111111111,7927,3720
"227","2015-03-14 19:23:00","HAB_0",55795,17006.32,2656,NA,9.6,38.49367,-89.04983,NA,41300,-3.3,8476,209674,61,-10.1111111111,-36,1,NA,-12.1111111111,7927,3750
"228","2015-03-14 19:23:30","HAB_0",56183,17124.58,2656,NA,9.6,38.49333,-89.044,NA,41300,-3.3,8476,209674,61,-10.1111111111,-36,1,NA,-12.1111111111,7907,3780
"230","2015-03-14 19:24:00","HAB_0",56591,17248.94,2672,NA,9.7,38.49367,-89.03867,NA,40085,-3.3,8104,197900,59,-9.7777777778,-37,1,NA,-11.7777777778,7907,3810
"231","2015-03-14 19:24:30","HAB_0",57007,17375.73,2672,NA,9.7,38.49367,-89.03283,NA,40085,-3.3,8104,197900,56,-9.7777777778,-38,1,NA,-11.7777777778,7907,3840
"233","2015-03-14 19:25:00","HAB_0",57400,17495.52,2672,NA,9.6,38.49383,-89.027,NA,38095,-3.1,7768,187069,65,-9.5,-37,2,NA,-11.1666666667,7907,3870
"235","2015-03-14 19:25:30","HAB_0",57790,17614.39,2672,NA,9.6,38.4935,-89.02117,NA,38095,-3.1,7768,187069,57,-9.5,-35,2,NA,-11.1666666667,7907,3900
"237","2015-03-14 19:26:00","HAB_0",58203,17740.27,2688,NA,9.8,38.49367,-89.0165,NA,36158,-3,7440,180000,48,-9.1111111111,-36,2,NA,-10.8888888889,7907,3930
"239","2015-03-14 19:26:30","HAB_0",58611,17864.63,2688,NA,9.8,38.4935,-89.0115,NA,36158,-3,7440,180000,50,-9.1111111111,-36,2,NA,-10.8888888889,7907,3960
"242","2015-03-14 19:27:00","HAB_0",59022,17989.91,2688,NA,9.9,38.493,-89.00683,NA,31770,-3.3,7148,169098,43,-8.6666666667,-36,2,NA,-10.3333333333,7907,3990
"244","2015-03-14 19:27:30","HAB_0",59818,18232.53,2703,NA,9.9,38.493,-88.99667,NA,30302,-3.4,6848,165638,59,-8.2222222222,-35,2,NA,-9.5555555556,7907,4020
"245","2015-03-14 19:28:00","HAB_0",60204,18350.18,2703,NA,9.9,38.4925,-88.99183,NA,30302,-3.4,6848,165638,46,-8.2222222222,-34,2,NA,-9.5555555556,7907,4050
"249","2015-03-14 19:28:30","HAB_0",60600,18470.88,2703,NA,9.9,38.492,-88.98817,NA,30397,-3.1,6552,156727,37,-7.7777777778,-33,2,NA,-9.0555555556,7907,4080
"250","2015-03-14 19:29:00","HAB_0",60991,18590.06,2703,NA,9.9,38.49167,-88.9845,NA,30397,-3.1,6552,156727,39,-7.7777777778,-35,2,NA,-9.0555555556,7907,4110
"252","2015-03-14 19:29:30","HAB_0",61391,18711.98,2719,NA,9.9,38.49067,-88.98083,NA,29159,-3.5,6292,153296,39,-7.2777777778,-33,2,NA,-8.7777777778,7907,4140
"254","2015-03-14 19:30:00","HAB_0",61807,18838.77,2719,NA,9.9,38.48917,-88.97767,NA,29159,-3.5,6292,153296,39,-7.2777777778,-32,2,NA,-8.7777777778,7891,4170
"255","2015-03-14 19:30:30","HAB_0",62224,18965.88,2719,NA,9.9,38.48767,-88.97433,NA,27082,-3.6,6024,142402,28,-6.8333333333,-33,2,NA,-8.2777777778,7891,4200
"257","2015-03-14 19:31:00","HAB_0",62650,19095.72,2719,NA,9.9,38.48683,-88.972,NA,27082,-3.6,6024,142402,26,-6.8333333333,-34,3,NA,-8.2777777778,7891,4230
"259","2015-03-14 19:31:30","HAB_0",63095,19231.36,2735,NA,9.9,38.4865,-88.96983,NA,24071,-3.5,5752,130888,31,-6.3888888889,-34,3,NA,-7.6666666667,7891,4260
